idx,input_len,output_len,request_rate,ttft_ms,http_tokenize_ms,queue_ms,prefill_launch_delay_ms,prefill_compute_ms,first_decode_est_ms,sse_serialize_send_ms,success,error
0,256,512,4,25.865618023090065,2.6311874389648438,0.7035679882392287,0.7358110160566866,13.302948966156691,8.272519102320075,0.21958351135253906,True,
1,256,512,4,23.579613014589995,0.8378028869628906,1.1322469799779356,0.9392090141773224,14.790714019909501,5.837201606482267,0.042438507080078125,True,
2,256,512,4,35.23540298920125,2.0639896392822266,0.37806201726198196,0.3942269831895828,11.569758993573487,20.692513091489673,0.13685226440429688,True,
3,256,512,4,37.144436966627836,0.8203983306884766,0.4162329714745283,0.3934290143661201,11.42731198342517,23.932331008836627,0.15473365783691406,True,
4,256,512,4,32.676886999979615,1.6078948974609375,0.37545402301475406,0.39802701212465763,11.685110977850854,18.45304382732138,0.15735626220703125,True,
5,256,512,4,37.882702017668635,4.529237747192383,0.3769189934246242,0.4012490389868617,11.725407966878265,20.66368336090818,0.1862049102783203,True,
6,256,512,4,38.108528999146074,2.0704269409179688,0.3890939988195896,0.3752899938262999,11.547813017386943,23.56807194883004,0.15783309936523438,True,
7,256,512,4,30.629279965069145,0.8945465087890625,0.30537100974470377,0.3497630241326988,11.406322999391705,17.51067495206371,0.16260147094726562,True,
8,256,512,4,37.28021401911974,1.8110275268554688,0.36522699519991875,0.37548301042988896,11.559870967175812,23.019593907520175,0.14901161193847656,True,
9,256,512,4,46.77797300973907,1.8069744110107422,0.344995001796633,0.35672204103320837,11.475499952211976,32.273790682666004,0.5199909210205078,True,
10,256,512,4,39.54611497465521,2.4538040161132812,0.36238698521628976,0.3529200330376625,11.34875399293378,24.88686772994697,0.14138221740722656,True,
11,256,512,4,41.41414101468399,2.37274169921875,0.3507779911160469,0.36621902836486697,11.495672981254756,26.675187749788165,0.15354156494140625,True,
12,256,512,4,37.32975502498448,2.285480499267578,0.3975920262746513,0.3860649885609746,11.572690971661359,22.522940882481635,0.16498565673828125,True,
13,256,512,4,47.6348859956488,2.488851547241211,0.3981189802289009,0.3799959667958319,11.724003998097032,32.4114573886618,0.23245811462402344,True,
14,256,512,4,45.64599797595292,4.200220108032227,0.34091202542185783,0.3677379572764039,11.537145008333027,29.05550121795386,0.14448165893554688,True,
15,256,512,4,44.93594303494319,6.012916564941406,0.3736389917321503,0.36954699316993356,11.50084799155593,26.513053162489086,0.1659393310546875,True,
16,256,512,4,39.3836889998056,2.8221607208251953,0.3165960079059005,0.37757103564217687,11.522683955263346,24.195427249651402,0.14925003051757812,True,
17,256,512,4,34.60234799422324,1.9135475158691406,0.36215002182871103,0.3637500340119004,11.547090951353312,20.25511534884572,0.16069412231445312,True,
