idx,input_len,output_len,request_rate,ttft_ms,http_tokenize_ms,queue_ms,prefill_launch_delay_ms,prefill_compute_ms,first_decode_est_ms,sse_serialize_send_ms,success,error
0,256,128,4,1270.56045003701,6.602764129638672,2.0974939689040184,13.636287010740489,1142.7474030060694,103.96111343288794,1.5153884887695312,True,
1,256,128,4,1072.160838986747,2.0618438720703125,2.186394005548209,14.432279043830931,1026.1977219488472,27.008657169062644,0.2739429473876953,True,
2,256,128,4,1063.3044259739108,1.8706321716308594,0.5741890054196119,4.691262962296605,15.195204003248364,1040.6844129320234,0.2887248992919922,True,
3,256,128,4,1075.596945011057,0.6899833679199219,0.5987759795971215,0.6182260112836957,15.62711998121813,1057.63511674013,0.4277229309082031,True,
4,256,128,4,445.3704279731028,1.7349720001220703,0.5637879949063063,4.678444005548954,15.195204003248364,422.9271764634177,0.270843505859375,True,
5,256,128,4,270.26371099054813,0.8344650268554688,0.5867590080015361,0.6059830193407834,15.62711998121813,252.20621813787147,0.4031658172607422,True,
6,256,128,4,211.32698497967795,0.8318424224853516,0.555206963326782,4.673590010497719,15.195204003248364,189.8079274687916,0.263214111328125,True,
7,256,128,4,241.97738600196317,0.9076595306396484,0.5769580020569265,0.6007470074109733,15.62711998121813,223.87604077812284,0.38886070251464844,True,
8,256,128,4,40.95037002116442,1.6884803771972656,2.8793459641747177,0.4464039811864495,14.062198053579777,21.835556253790855,0.03838539123535156,True,
9,256,128,4,40.266862022690475,1.7862319946289062,0.35008700797334313,0.437623995821923,14.181543025188148,23.456778144463897,0.05459785461425781,True,
10,256,128,4,38.34123397246003,0.8594989776611328,0.31482300255447626,0.440394040197134,13.371823995839804,23.302718705963343,0.051975250244140625,True,
11,256,128,4,80.45680704526603,1.3065338134765625,0.4453770234249532,0.5322489887475967,67.32091202866286,10.692471580114216,0.15926361083984375,True,
12,256,128,4,37.51249599736184,1.1565685272216797,0.5474169738590717,0.6176180322654545,16.177962999790907,18.86844780528918,0.14448165893554688,True,
13,256,128,4,47.7945800521411,1.332998275756836,0.3557829768396914,11.78754901047796,13.671902008354664,20.54454304743558,0.10180473327636719,True,
14,256,128,4,41.52941599022597,1.203298568725586,0.438335002399981,0.48784399405121803,14.463237021118402,24.771954165771604,0.1647472381591797,True,
15,256,128,4,42.230858001857996,1.8811225891113281,0.3538280143402517,0.40473596891388297,13.78466101596132,25.653922522906214,0.152587890625,True,
16,256,128,4,42.79157402925193,1.7673969268798828,0.3520689788274467,0.45062502613291144,13.936251983977854,26.123344898223877,0.16188621520996094,True,
17,256,128,4,38.258765009231865,1.4722347259521484,0.3493690164759755,0.40865602204576135,13.824732974171638,22.045700752642006,0.15807151794433594,True,
18,256,128,4,35.76547303237021,0.9214878082275391,0.8358300547115505,0.5992149817757308,14.975779980886728,18.37665500352159,0.05650520324707031,True,
19,256,128,4,37.04445401672274,1.8725395202636719,2.0753800054080784,0.5836670170538127,18.678083026316017,13.785431801807135,0.04935264587402344,True,
20,256,128,4,42.35964501276612,2.233266830444336,2.3789950064383447,0.49835199024528265,14.466850960161537,22.625062381848693,0.1571178436279297,True,
21,256,128,4,32.506688963621855,0.7677078247070312,0.376905023586005,0.4919329658150673,14.752711984328926,15.966273786034435,0.15115737915039062,True,
22,256,128,4,35.76504596276209,0.7193088531494141,0.3185129608027637,0.5483890417963266,14.610643964260817,19.407973857596517,0.16021728515625,True,
23,256,128,4,44.62930699810386,1.7387866973876953,0.5131930229254067,0.5210319650359452,14.45271901320666,27.262909337878227,0.14066696166992188,True,
24,256,128,4,43.90022502047941,1.161336898803711,0.3536120057106018,0.4764610202983022,14.282608986832201,27.476717659737915,0.1494884490966797,True,
25,256,128,4,43.78991201519966,1.9321441650390625,0.555363018065691,0.44554000487551093,13.731958984863013,26.977563160471618,0.14734268188476562,True,
26,256,128,4,38.05621498031542,1.15966796875,0.42991701047867537,0.4891179851256311,13.85731203481555,21.974049392156303,0.1461505889892578,True,
27,256,128,4,35.97800194984302,1.9283294677734375,0.3502999898046255,0.4224830190651119,13.642170990351588,19.477600639220327,0.1571178436279297,True,
28,256,128,4,42.011152021586895,2.6161670684814453,0.45007397420704365,0.4907369730062783,14.80066403746605,23.58985220780596,0.06365776062011719,True,
29,256,128,4,43.51543204393238,1.8970966339111328,0.3877679700963199,0.5357009940780699,13.910377048887312,26.641199830919504,0.14328956604003906,True,
30,256,128,4,31.379706982988864,1.0242462158203125,0.4596450016833842,0.4506490076892078,17.347341985441744,11.960018833633512,0.13780593872070312,True,
31,256,128,4,46.479470969643444,2.0122528076171875,0.356507021933794,0.4154010093770921,13.687617960385978,29.849859070964158,0.15783309936523438,True,
32,256,128,4,37.25259203929454,2.9420852661132812,0.36500400165095925,0.43662998359650373,13.595254044048488,19.759361923206598,0.15425682067871094,True,
33,256,128,4,43.39227901073173,1.5571117401123047,0.3572329878807068,0.4296030383557081,13.394046982284635,27.58967282716185,0.06461143493652344,True,
34,256,128,4,32.454967964440584,1.0144710540771484,0.3460600273683667,0.43601897777989507,13.339078985154629,17.159121634904295,0.16021728515625,True,
35,256,128,4,50.850315019488335,2.7647018432617188,0.34259899985045195,0.42240304173901677,13.576455996371806,33.59418985201046,0.1499652862548828,True,
36,256,128,4,44.415456999558955,2.83050537109375,0.3144420334137976,0.4263289738446474,13.53472500341013,27.170934423338622,0.1385211944580078,True,
37,256,128,4,33.556937996763736,1.5079975128173828,0.305088993627578,0.4347190260887146,13.737495988607407,17.41714123636484,0.1544952392578125,True,
38,256,128,4,39.824814011808485,1.0480880737304688,0.36591198295354843,0.37694600177928805,12.953674013260752,24.921407166402787,0.15878677368164062,True,
39,256,128,4,41.52667801827192,1.941680908203125,0.3524519852362573,0.43346802704036236,13.61859601456672,25.02503216965124,0.15544891357421875,True,
40,256,128,4,39.32494996115565,1.5637874603271484,0.3903269534930587,0.41323702316731215,13.376198010519147,23.42022955417633,0.16117095947265625,True,
41,256,128,4,49.38294499879703,2.1979808807373047,0.3305409918539226,0.41735899867489934,13.847044028807431,32.50752727035433,0.08249282836914062,True,
42,256,128,4,38.31591398920864,1.033782958984375,0.2925759763456881,0.42631797259673476,13.593233015853912,22.813839896116406,0.15616416931152344,True,
43,256,128,4,41.987533040810376,1.2967586517333984,0.43656298657879233,0.49114401917904615,13.563829998020083,26.139394321944565,0.05984306335449219,True,
44,256,128,4,40.21006595576182,2.3183822631835938,0.7955160108394921,0.47753099352121353,13.627653999719769,22.832672751974314,0.1583099365234375,True,
45,256,128,4,42.461466044187546,1.8284320831298828,0.41517900535836816,0.4122829996049404,13.377759023569524,26.26926457742229,0.15854835510253906,True,
46,256,128,4,45.3330910531804,2.588987350463867,0.3068410442210734,0.42981194565072656,13.490559998899698,28.378607938066125,0.13828277587890625,True,
47,256,128,4,34.73906696308404,0.9706020355224609,0.311630021315068,0.43690798338502645,13.185647025238723,19.682884099893272,0.1513957977294922,True,
48,256,128,4,42.41838899906725,2.0847320556640625,0.41829003021121025,0.5381439696066082,14.926099043805152,24.305926985107362,0.14519691467285156,True,
49,256,128,4,28.9262940059416,2.373933792114258,0.6710339803248644,0.6338650127872825,15.427534992340952,9.653033223003149,0.16689300537109375,True,
50,256,128,4,39.760312996804714,1.2056827545166016,0.4136150237172842,0.6521510076709092,15.396039991173893,21.952634095214307,0.14019012451171875,True,
51,256,128,4,39.379837980959564,2.028226852416992,0.482092029415071,0.4885279922746122,14.410885982215405,21.814417792484164,0.1556873321533203,True,
52,256,128,4,39.536635973490775,1.3556480407714844,0.3945280332118273,0.5188689683564007,13.493780046701431,23.631474992725998,0.1423358917236328,True,
53,256,128,4,39.0770019730553,1.680612564086914,0.5700819892808795,0.5540000274777412,15.423432982061058,20.689849217887968,0.1590251922607422,True,
54,256,128,4,38.25676999986172,1.2798309326171875,0.6455429829657078,0.5479890387505293,14.375845959875733,21.257118962239474,0.15044212341308594,True,
55,256,128,4,44.22710899962112,2.717256546020508,0.44827599776908755,0.453579006716609,13.662874000146985,26.896962895989418,0.048160552978515625,True,
56,256,128,4,33.03416899871081,0.5853176116943359,0.4248469485901296,0.4870050470344722,13.397822971455753,18.09793000575155,0.04124641418457031,True,
57,256,128,4,49.50385197298601,3.3185482025146484,0.38936297642067075,0.4717270494438708,14.482444967143238,30.70372442016378,0.1380443572998047,True,
58,256,128,4,36.75756498705596,0.8370876312255859,0.35023404052481055,0.4415480070747435,13.769933953881264,21.197828813456,0.1609325408935547,True,
59,256,128,4,60.938189970329404,2.460956573486328,0.7411460392177105,0.4140639794059098,13.67203297559172,43.514091812539846,0.13589859008789062,True,
60,256,128,4,32.0095990318805,1.0993480682373047,9.19171399436891,0.44427800457924604,13.304888969287276,7.8275109408423305,0.1418590545654297,True,
61,256,128,4,42.25442704046145,1.9936561584472656,0.33229897962883115,0.4262489965185523,13.590891030617058,25.759459240362048,0.1518726348876953,True,
62,256,128,4,40.22522998275235,0.9920597076416016,0.34957699244841933,0.4204180440865457,13.324026949703693,24.970109516289085,0.1690387725830078,True,
63,256,128,4,38.34797098534182,1.5625953674316406,0.32022997038438916,0.41624903678894043,13.767251977697015,22.141692927107215,0.1399517059326172,True,
64,256,128,4,36.59634699579328,0.8645057678222656,0.4097920027561486,0.41186303133144975,13.769023993518203,20.99668054142967,0.14448165893554688,True,
65,256,128,4,33.61801500432193,1.2621879577636719,0.41196204256266356,0.41710399091243744,13.469428988173604,17.7893495419994,0.26798248291015625,True,
66,256,128,4,41.06085002422333,0.8797645568847656,0.3452119999565184,0.4596960498020053,13.734230946283787,25.583295500837266,0.058650970458984375,True,
67,256,128,4,36.48190898820758,0.5490779876708984,0.3480080049484968,0.43317105155438185,13.7988289934583,21.19546668836847,0.15735626220703125,True,
68,256,128,4,39.02731399284676,0.5290508270263672,0.33228000393137336,0.4139940137974918,13.440208975225687,24.23596306471154,0.07581710815429688,True,
