idx,input_len,output_len,request_rate,ttft_ms,http_tokenize_ms,queue_ms,prefill_launch_delay_ms,prefill_compute_ms,first_decode_est_ms,sse_serialize_send_ms,success,error
0,2048,512,4,44.11055101081729,18.441200256347656,0.7472449797205627,0.6176860188134015,13.262870954349637,10.802414966747165,0.2391338348388672,True,
1,2048,512,4,26.2551800115034,3.9246082305908203,1.3080330099910498,0.6897179991938174,13.360254990402609,6.915106903761625,0.05745887756347656,True,
2,2048,512,4,34.47488002711907,2.251863479614258,0.48937805695459247,0.4503019736148417,11.874857009388506,19.189372833352536,0.21910667419433594,True,
3,2048,512,4,45.62069900566712,3.02886962890625,0.5352239822968841,0.42328599374741316,11.77785499021411,29.644940805155784,0.2105236053466797,True,
4,2048,512,4,54.78178203338757,9.872674942016602,0.5413930048234761,0.4316270351409912,11.91747997654602,31.713192875031382,0.30541419982910156,True,
5,2048,512,4,48.77130099339411,14.454364776611328,0.5538919940590858,0.4078680067323148,11.893310002051294,21.35004790034145,0.11181831359863281,True,
6,2048,512,4,71.8212120118551,12.217998504638672,0.9978470043279231,0.4136280040256679,11.967090016696602,46.15574551280588,0.06890296936035156,True,
7,2048,512,4,45.80714204348624,5.2337646484375,0.4421020275913179,0.36375399213284254,11.62406598450616,28.085042838938534,0.05841255187988281,True,
8,2048,512,4,55.19979901146144,11.79361343383789,0.5016960203647614,0.4373079864308238,11.984912969637662,30.199027329217643,0.28324127197265625,True,
9,2048,512,4,53.86626499239355,1.8291473388671875,0.34530501579865813,0.3712920006364584,11.68643799610436,39.375398482661694,0.2586841583251953,True,
10,2048,512,4,34.793641010764986,4.028081893920898,0.3418480046093464,0.3713439800776541,11.564342014025897,18.26796476962045,0.2200603485107422,True,
11,2048,512,4,49.378207011613995,8.786678314208984,0.5429579759947956,0.41026301914826035,11.78666896885261,27.685460983775556,0.16617774963378906,True,
12,2048,512,4,36.3261720049195,2.288341522216797,0.44859194895252585,0.4122100071981549,11.961747019086033,21.017632505390793,0.1976490020751953,True,
13,2048,512,4,36.93541599204764,4.594087600708008,0.5800959770567715,0.4084000247530639,11.966995021793991,19.330047420226038,0.055789947509765625,True,
14,2048,512,4,39.800970000214875,1.073598861694336,0.5453640478663146,0.5162539891898632,12.327052012551576,25.193981011398137,0.14472007751464844,True,
15,2048,512,4,48.45669900532812,9.472846984863281,0.5569069762714207,0.40388701017946005,11.849327012896538,25.994201831053942,0.17952919006347656,True,
16,2048,512,4,47.32887999853119,8.550643920898438,0.5258650053292513,0.43000502046197653,11.911012989003211,25.713942479342222,0.19741058349609375,True,
17,2048,512,4,49.54869102220982,11.900186538696289,0.4668380133807659,0.394995033275336,11.731304985005409,24.988132412545383,0.06723403930664062,True,
18,2048,512,4,50.26587599422783,12.250900268554688,0.5539240082725883,0.40872697718441486,11.871342023368925,24.519371159840375,0.6616115570068359,True,
19,2048,512,4,32.213986036367714,1.8160343170166016,0.4198069800622761,0.4024920053780079,11.791901022661477,17.615189775824547,0.1685619354248047,True,
20,2048,512,4,52.47387697454542,13.073444366455078,0.5987689946778119,0.4071590374223888,11.971506988629699,26.211520307697356,0.21147727966308594,True,
21,2048,512,4,54.324580007232726,9.297847747802734,0.5483119748532772,0.45807205606251955,12.0025229989551,31.862376315984875,0.15544891357421875,True,
22,2048,512,4,42.11862199008465,4.895210266113281,1.188248977996409,0.4291600198484957,11.984785960521549,23.447171202860773,0.17404556274414062,True,
23,2048,512,4,47.84741799812764,3.308534622192383,0.42729597771540284,0.39155298145487905,11.828688031528145,31.69155161594972,0.19979476928710938,True,
24,2048,512,4,54.79737097630277,10.724782943725586,0.5458290106616914,0.399285985622555,11.822147003840655,30.757440137676895,0.5478858947753906,True,
25,2048,512,4,43.17848902428523,4.2819976806640625,0.5686249933205545,0.39736402686685324,11.782807006966323,25.953861011657864,0.1938343048095703,True,
26,2048,512,4,44.977360987104475,5.9337615966796875,0.4387579974718392,0.3783080028370023,11.659048963338137,25.970484304707497,0.5970001220703125,True,
27,2048,512,4,44.72846497083083,3.496408462524414,0.44549902668222785,0.4154010093770921,11.878308956511319,27.666965557727963,0.8258819580078125,True,
28,2048,512,4,58.72495600488037,9.408950805664062,0.5627429927699268,0.46094798017293215,12.481327983550727,35.19467421574518,0.6163120269775391,True,
29,2048,512,4,51.35343101574108,5.666494369506836,0.7315700058825314,0.5171120283193886,12.746104970574379,30.88867902988568,0.8034706115722656,True,
30,2048,512,4,50.64741399837658,2.3615360260009766,0.4245779709890485,0.4118870128877461,11.9593910058029,35.31979111721739,0.17023086547851562,True,
31,2048,512,4,46.37918999651447,6.6967010498046875,0.5628889775834978,0.42706902604550123,11.820074985735118,26.701271417550743,0.17118453979492188,True,
32,2048,512,4,45.1078120386228,3.907918930053711,0.42025104630738497,0.4134019836783409,12.025522999465466,28.171678306534886,0.1690387725830078,True,
33,2048,512,4,51.021863997448236,9.59920883178711,0.5144079914316535,0.39824401028454304,11.868486006278545,28.496558661572635,0.14495849609375,True,
34,2048,512,4,37.95883699785918,0.8902549743652344,0.41162403067573905,0.4008790128864348,11.93906698608771,24.137721222359687,0.179290771484375,True,
35,2048,512,4,34.384788013994694,2.429485321044922,0.3384440205991268,0.4653359646908939,11.836091987788677,19.146391947288066,0.1690387725830078,True,
36,2048,512,4,40.71811697212979,5.4035186767578125,0.4509550053626299,0.4122760146856308,11.871842958498746,22.430512704886496,0.14901161193847656,True,
37,2048,512,4,51.140584982931614,6.554126739501953,0.5075399531051517,0.4163660341873765,11.892587004695088,31.624529918190092,0.14543533325195312,True,
38,2048,512,4,62.927933991886675,8.687019348144531,0.5203389446251094,0.3854080568999052,11.789635987952352,41.4878343581222,0.057697296142578125,True,
39,2048,512,4,52.650919009465724,3.6063194274902344,0.4357330035418272,0.4012849531136453,11.789227020926774,36.16253146901727,0.25582313537597656,True,
40,2048,512,4,54.24253403907642,6.830692291259766,0.45161100570112467,0.4066080437041819,11.86723995488137,34.57527968566865,0.11110305786132812,True,
41,2048,512,4,33.76895404653624,3.4439563751220703,0.45558501733466983,0.38824701914563775,11.880852980539203,17.422929231543094,0.1773834228515625,True,
42,2048,512,4,59.39125001896173,12.010335922241211,0.5792069714516401,0.4386120126582682,11.88601303147152,34.230795688927174,0.24628639221191406,True,
43,2048,512,4,41.60149197559804,5.916118621826172,0.6376010132953525,0.4155379720032215,11.978304013609886,22.436969447880983,0.21696090698242188,True,
44,2048,512,4,37.573392037302256,4.060506820678711,0.5670890095643699,0.4566239658743143,11.947581020649523,20.447654300369322,0.09393692016601562,True,
45,2048,512,4,43.146527954377234,1.6551017761230469,0.4255440435372293,0.3943569608964026,11.79971604142338,28.79503834992647,0.07677078247070312,True,
46,2048,512,4,35.74046696303412,3.2417774200439453,0.48931402852758765,0.4170449683442712,11.89648499712348,19.63790983427316,0.05793571472167969,True,
47,2048,512,4,55.97226996906102,10.782003402709961,0.5914850044064224,0.4254390369169414,11.830154980998486,31.76406881539151,0.5791187286376953,True,
48,2048,512,4,32.89400599896908,1.962900161743164,0.38368196692317724,0.3883340395987034,11.962638003751636,18.13708560075611,0.05936622619628906,True,
49,2048,512,4,50.64084299374372,6.676673889160156,0.5116969696246088,0.42474200017750263,11.890979018062353,30.96175187965855,0.17499923706054688,True,
50,2048,512,4,38.376017997507006,4.877328872680664,6.519497954286635,0.43198803905397654,12.014070991426706,14.364093367476016,0.1690387725830078,True,
51,2048,512,4,49.55622600391507,5.56492805480957,0.49419398419559,0.4527890123426914,12.036574014928192,30.842755280900747,0.16498565673828125,True,
52,2048,512,4,40.7724900287576,3.7534236907958984,0.4495370085351169,0.4127889988012612,11.81235397234559,24.175109167117625,0.16927719116210938,True,
53,2048,512,4,47.264901048038155,10.958671569824219,0.5872589536011219,0.41062303353101015,11.89872098620981,23.253939172718674,0.1556873321533203,True,
54,2048,512,4,59.8940989584662,8.7890625,0.5859220400452614,0.41170697659254074,12.05289299832657,37.76292852126062,0.29158592224121094,True,
55,2048,512,4,40.31914297956973,8.12077522277832,0.6343720015138388,0.39263302460312843,11.874273011926562,19.184317730832845,0.11277198791503906,True,
56,2048,512,4,34.22939800657332,2.187490463256836,0.43541600462049246,0.4046919639222324,11.808411043602973,19.339744350872934,0.05364418029785156,True,
57,2048,512,4,56.97690800298005,10.62917709350586,0.5700319889001548,0.3939649905078113,11.843123997095972,33.35392818553373,0.18668174743652344,True,
58,2048,512,4,38.45386498142034,2.4068355560302734,0.5571450456045568,0.4707169719040394,12.647225987166166,22.31805882183835,0.053882598876953125,True,
59,2048,512,4,45.791532029397786,4.538536071777344,0.5974730011075735,0.4037640173919499,11.925713974051178,28.268586087506264,0.05745887756347656,True,
60,2048,512,4,43.198529980145395,3.869295120239258,0.598295999225229,0.40589499985799193,11.865115026012063,26.31735452450812,0.14257431030273438,True,
61,2048,512,4,39.83540105400607,4.861593246459961,0.48197602154687047,0.40002400055527687,11.860866972710937,22.057133668567985,0.17380714416503906,True,
62,2048,512,4,34.913545998279005,0.9226799011230469,0.4218660178594291,0.4133799811825156,11.9470150093548,21.030267991591245,0.17833709716796875,True,
63,2048,512,4,44.289086014032364,6.2313079833984375,0.4844980430789292,0.4055689787492156,11.86881196917966,25.132006034255028,0.16689300537109375,True,
64,2048,512,4,37.77878696564585,1.7344951629638672,0.41803799103945494,0.40744204306975007,11.853223957587034,23.185581783764064,0.1800060272216797,True,
65,2048,512,4,54.34412899194285,14.560222625732422,0.5719020264223218,0.4585940041579306,11.830340954475105,26.762613677419722,0.16045570373535156,True,
