rr,il,ol,hisim_noflush_req_thr,hisim_noflush_ttft,hisim_noflush_tpot,hisim_noflush_e2e,hisim_noflush_prefix_reuse,hisim_noflush_completed,hisim_flush_req_thr,hisim_flush_ttft,hisim_flush_tpot,hisim_flush_e2e,hisim_flush_prefix_reuse,hisim_flush_completed,hisim_0612full_req_thr,hisim_0612full_ttft,hisim_0612full_tpot,hisim_0612full_e2e,hisim_0612full_prefix_reuse,hisim_0612full_completed,sg_0610_req_thr,sg_0610_ttft,sg_0610_tpot,sg_0610_e2e,sg_0610_completed,sg_0612_req_thr,sg_0612_ttft,sg_0612_tpot,sg_0612_e2e,sg_0612_completed
4,2048,128,3.703119098472905,16.885604106629536,12.494054424448812,791.2059218133866,0.9990818443909874,200,3.702162959460713,72.89298249223731,15.907597250663253,1046.2016802465562,0.0079236829057788,200,3.9399550071092464,86.9036196611454,16.938933291201415,1109.0316837626376,0.0,200,3.962019895899459,132.58566244505346,12.215847195588651,931.2587012723088,200,3.9261323601651537,135.60031200526282,12.181047082954246,892.14665415544,200
4,2048,512,3.401119680536917,17.999858843980206,14.079890118997156,3488.795240985632,0.9990818443909874,200,3.3935797908650973,74.29104292248435,17.692139720434582,4417.437471180001,0.0079236829057788,200,3.6001183056435453,87.58280999983643,18.82630228845624,4695.402534772431,0.0,200,3.775887087394457,140.34071271307766,14.893978013361815,4045.3124971641214,200,3.5874191507192665,141.16956509016745,14.747058750585053,3787.46272194021,200
8,256,128,7.283978574724787,17.078511395697756,13.150314463806286,830.0529148682784,0.992147316345361,200,7.278518336363477,23.446211451592507,13.768648128046832,877.0774183941653,0.0166084259295614,200,7.747986822114461,24.74290784612456,14.128002679575207,893.2106506753044,0.0,200,7.700448872407702,55.97412270959467,12.195853625664464,852.2675419179723,200,7.69817563586474,54.42580067530798,12.130778999784829,806.2782515454455,200
8,256,512,6.2075726096493495,17.583920311063647,14.09797833231234,3490.571042011895,0.992147316345361,200,6.204066150251424,24.050569877650645,14.822168811616274,3672.732837429171,0.0166084259295614,200,6.543622884256074,25.15434385835261,15.204192909680383,3765.060674833872,0.0,200,6.754735555317058,66.02338909171522,15.126648325342597,4029.8959934944287,200,6.46074723437999,66.14037810999434,14.915427130422776,3744.194529514898,200
8,1024,128,7.280089377223839,17.17934841141326,13.320778131892006,840.9414719230631,0.9980579130333457,200,7.270955395863193,45.09771140333398,16.70400554158171,1065.7158531544478,0.0068167252529568,200,7.741595889170589,52.74699540184125,17.208672551092867,1104.611994499755,0.0,200,7.691443707448326,91.91927566193044,12.515659122630089,908.0248484760524,200,7.690457260329868,93.98324480520388,12.452870523297518,865.9425140651365,200
8,1024,512,6.175771685430093,18.17484998799105,15.187444009682787,3760.636778079505,0.9980579130333457,200,6.1412586033766905,46.24809416969664,19.61980267621934,4875.393762528644,0.0068167252529568,200,6.463105266029576,54.14622673369626,20.77384481499796,5110.997771652896,0.0,200,6.6354042936821855,106.1088248854503,16.50445007645861,4440.413452847861,200,6.395721130556196,104.2784640998434,16.408900004909253,4148.801947969951,200
8,2048,128,7.2785278086033856,17.626377335972723,13.651504617859844,863.6157075253394,0.9990818443909874,200,7.222081650297124,87.00470774231819,23.59400015170933,1491.8784864915328,0.0079236829057788,200,7.72491263114785,112.25569979982794,25.83824903171429,1656.607014714882,0.0,200,7.650365629651384,163.52198544889688,12.970222211435711,1010.5967764556408,200,7.673904422494479,167.22913343539403,12.89289038620082,968.4340775499732,200
8,2048,512,6.100990555413434,19.698761191685985,18.10072416640547,4471.315887919191,0.9990818443909874,200,5.8657250493323,89.98718031702235,34.61599539417547,8354.805629650537,0.0079236829057788,200,6.081946449743262,116.85051184619805,38.12284617188769,9308.986171621003,0.0,200,6.453026129083835,199.50270113069564,18.6372383325428,5112.718094959855,200,6.274364114662622,187.8458000903265,19.15977831883821,4905.816851555173,200
12,256,128,10.685480795763434,17.206485144089445,13.907436900605862,879.2959150002209,0.992147316345361,200,10.65876965089586,24.40256889220424,15.014178692036303,953.8001068470364,0.0166084259295614,200,11.40654435524848,25.122920156969112,15.340201581802184,969.3154998548652,0.0,200,11.212415973501829,58.75857373699546,12.513117062850831,874.8883791454136,200,11.302238535107708,56.84058546990855,12.353045721561896,821.5544661849344,200
12,256,512,8.483044106418992,17.74144308679586,15.93420120149515,3939.805425420064,0.992147316345361,200,8.464504318732814,24.9554807200334,17.08598221277446,4222.991704710766,0.0166084259295614,200,8.874293040156232,26.183359014598626,17.500537548862813,4305.230675439989,0.0,200,8.850987426785725,73.93926416523755,16.124737423864957,4297.978409719653,200,8.696234674178022,71.76964796013635,16.014889751044596,4015.7875202549258,200
