framework,version,device,op_name,kernel_source,phase,batch_size,seq_len,num_tokens,d_model,d_conv,num_k_heads,head_k_dim,num_v_heads,head_v_dim,model_name,latency
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_update,generation,256,1,256,2048,4,16,128,32,128,Qwen/Qwen3.5-35B-A3B,0.008671999722719193
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,2,1,2,2048,4,16,128,32,128,Qwen/Qwen3.5-35B-A3B,0.010496000200510025
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,2,2,4,2048,4,16,128,32,128,Qwen/Qwen3.5-35B-A3B,0.010476800054311753
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,fused_recurrent_gated_delta_rule,generation,256,1,256,2048,4,16,128,32,128,Qwen/Qwen3.5-35B-A3B,0.5581888198852539
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,2,4,8,2048,4,16,128,32,128,Qwen/Qwen3.5-35B-A3B,0.01043199971318245
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,2,8,16,2048,4,16,128,32,128,Qwen/Qwen3.5-35B-A3B,0.008441600203514098
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,2,16,32,2048,4,16,128,32,128,Qwen/Qwen3.5-35B-A3B,0.00841279998421669
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,2,32,64,2048,4,16,128,32,128,Qwen/Qwen3.5-35B-A3B,0.0086496002972126
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,4,8192,32768,2560,4,16,128,32,128,Qwen/Qwen3.5-4B,0.15658559799194335
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,2,64,128,2048,4,16,128,32,128,Qwen/Qwen3.5-35B-A3B,0.008604799956083297
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,2,128,256,2048,4,16,128,32,128,Qwen/Qwen3.5-35B-A3B,0.008694399893283845
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,2,8192,16384,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.0440447986125946
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,2,256,512,2048,4,16,128,32,128,Qwen/Qwen3.5-35B-A3B,0.008556800335645676
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,fused_recurrent_gated_delta_rule,generation,1024,1,1024,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,3.3539615631103517
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,2,512,1024,2048,4,16,128,32,128,Qwen/Qwen3.5-35B-A3B,0.008662399649620057
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,2,1024,2048,2048,4,16,128,32,128,Qwen/Qwen3.5-35B-A3B,0.009408000111579894
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_update,generation,512,1,512,2048,4,16,128,32,128,Qwen/Qwen3.5-35B-A3B,0.012691199779510498
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,4,8192,32768,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.15745919942855835
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,2,2048,4096,2048,4,16,128,32,128,Qwen/Qwen3.5-35B-A3B,0.014342400431632995
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,fused_recurrent_gated_delta_rule,generation,512,1,512,2048,4,16,128,32,128,Qwen/Qwen3.5-35B-A3B,1.1173248291015625
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,2,4096,8192,2048,4,16,128,32,128,Qwen/Qwen3.5-35B-A3B,0.023494400084018707
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,1,1,1,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.0066431999206542965
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,1,2,2,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.006627199798822403
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,1,4,4,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.00658240020275116
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,1,8,8,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.006675200164318084
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,1,16,16,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.006377600133419037
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,1,32,32,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.006313599646091461
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,1,64,64,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.006447999924421311
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,1,128,128,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.0065151996910572055
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_update,generation,1024,1,1024,2048,4,16,128,32,128,Qwen/Qwen3.5-35B-A3B,0.021040000021457672
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,1,256,256,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.00660799965262413
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,2,16384,32768,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.15137280225753785
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,2,8192,16384,2048,4,16,128,32,128,Qwen/Qwen3.5-35B-A3B,0.04424319863319397
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,1,512,512,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.006537599861621857
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,1,1024,1024,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.0065600000321865085
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,1,2048,2048,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.00979200005531311
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,1,4096,4096,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.015779200196266174
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,4,32768,131072,2048,4,16,128,16,128,Qwen/Qwen3.5-2B,0.7641503810882568
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,fused_recurrent_gated_delta_rule,generation,1024,1,1024,2048,4,16,128,32,128,Qwen/Qwen3.5-35B-A3B,2.2371007919311525
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,4,16384,65536,2560,4,16,128,32,128,Qwen/Qwen3.5-4B,0.3886944055557251
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,1,8192,8192,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.02773759961128235
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,4,32768,131072,1024,4,16,128,16,128,Qwen/Qwen3.5-0.8B,0.7677216053009033
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,2,16384,32768,2048,4,16,128,32,128,Qwen/Qwen3.5-35B-A3B,0.15174720287322999
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,4,16384,65536,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.38597118854522705
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_update,generation,1,1,1,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.004428799822926521
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,fused_recurrent_gated_delta_rule,generation,1,1,1,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.00642239972949028
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,1,16384,16384,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.052457600831985474
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_update,generation,2,1,2,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.004412800073623657
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,fused_recurrent_gated_delta_rule,generation,2,1,2,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.006585600227117539
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_update,generation,4,1,4,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.004345599934458733
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,fused_recurrent_gated_delta_rule,generation,4,1,4,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.010454399883747101
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_update,generation,8,1,8,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.00456320010125637
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,2,32768,65536,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.3927648067474365
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,fused_recurrent_gated_delta_rule,generation,8,1,8,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.016806399822235106
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_update,generation,16,1,16,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.004569600149989128
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,fused_recurrent_gated_delta_rule,generation,16,1,16,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.025481599569320678
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,1,32768,32768,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.15039039850234986
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,8,1,8,2048,4,16,128,16,128,Qwen/Qwen3.5-2B,0.02863680124282837
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,8,2,16,2048,4,16,128,16,128,Qwen/Qwen3.5-2B,0.02858240008354187
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,8,4,32,2048,4,16,128,16,128,Qwen/Qwen3.5-2B,0.02736639976501465
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,8,8,64,2048,4,16,128,16,128,Qwen/Qwen3.5-2B,0.020633600652217865
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_update,generation,32,1,32,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.0044351998716592785
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,8,16,128,2048,4,16,128,16,128,Qwen/Qwen3.5-2B,0.02075839936733246
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,fused_recurrent_gated_delta_rule,generation,32,1,32,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.13865920305252075
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,2,32768,65536,2048,4,16,128,32,128,Qwen/Qwen3.5-35B-A3B,0.3915872097015381
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,8,32,256,2048,4,16,128,16,128,Qwen/Qwen3.5-2B,0.020745599269866945
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,8,64,512,2048,4,16,128,16,128,Qwen/Qwen3.5-2B,0.022217600047588347
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,8,128,1024,2048,4,16,128,16,128,Qwen/Qwen3.5-2B,0.02247679978609085
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,8,256,2048,2048,4,16,128,16,128,Qwen/Qwen3.5-2B,0.022668799757957457
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,8,1,8,1024,4,16,128,16,128,Qwen/Qwen3.5-0.8B,0.02889919877052307
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_update,generation,64,1,64,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.004527999833226204
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,8,512,4096,2048,4,16,128,16,128,Qwen/Qwen3.5-2B,0.02280000001192093
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,8,2,16,1024,4,16,128,16,128,Qwen/Qwen3.5-0.8B,0.027728000283241273
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,8,4,32,1024,4,16,128,16,128,Qwen/Qwen3.5-0.8B,0.02808000147342682
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,fused_recurrent_gated_delta_rule,generation,64,1,64,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.27835841178894044
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,8,8,64,1024,4,16,128,16,128,Qwen/Qwen3.5-0.8B,0.02111999988555908
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,8,1024,8192,2048,4,16,128,16,128,Qwen/Qwen3.5-2B,0.02449599951505661
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,8,16,128,1024,4,16,128,16,128,Qwen/Qwen3.5-0.8B,0.021001599729061127
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,8,32,256,1024,4,16,128,16,128,Qwen/Qwen3.5-0.8B,0.021110400557518005
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,8,64,512,1024,4,16,128,16,128,Qwen/Qwen3.5-0.8B,0.02210240066051483
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,8,128,1024,1024,4,16,128,16,128,Qwen/Qwen3.5-0.8B,0.02252800017595291
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_update,generation,128,1,128,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.006630399823188781
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,8,256,2048,1024,4,16,128,16,128,Qwen/Qwen3.5-0.8B,0.02269120067358017
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,8,2048,16384,2048,4,16,128,16,128,Qwen/Qwen3.5-2B,0.04132800102233887
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,8,512,4096,1024,4,16,128,16,128,Qwen/Qwen3.5-0.8B,0.022646400332450866
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,fused_recurrent_gated_delta_rule,generation,128,1,128,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.5579904079437256
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,2,1,2,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.010828799754381179
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,2,2,4,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.010499200224876404
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,2,4,8,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.010543999820947647
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,8,1024,8192,1024,4,16,128,16,128,Qwen/Qwen3.5-0.8B,0.02438720017671585
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,2,8,16,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.008345600217580795
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,2,16,32,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.008339200168848038
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,2,32,64,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.008364800363779068
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,2,64,128,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.008425600081682205
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,2,128,256,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.008710400015115739
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,4,1,4,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.016646400094032288
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_update,generation,256,1,256,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.008761599659919739
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,2,256,512,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.008540800213813782
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,4,2,8,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.016700799763202667
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,2,512,1024,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.008575999736785888
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,4,4,16,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.016633599996566772
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,4,8,32,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.012559999525547028
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,2,1024,2048,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.009836799651384353
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,4,16,64,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.01345279961824417
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,4,32768,131072,2560,4,16,128,32,128,Qwen/Qwen3.5-4B,0.7664031982421875
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,8,4096,32768,2048,4,16,128,16,128,Qwen/Qwen3.5-2B,0.15917439460754396
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,4,32,128,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.012591999769210816
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,4,64,256,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.012598399817943574
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,8,2048,16384,1024,4,16,128,16,128,Qwen/Qwen3.5-0.8B,0.040889599919319154
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,fused_recurrent_gated_delta_rule,generation,256,1,256,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,1.116659164428711
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,4,1,4,2048,4,16,128,32,128,Qwen/Qwen3.5-35B-A3B,0.016659200191497803
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,2,2048,4096,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.014297600090503692
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,4,128,512,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.01297920048236847
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,4,2,8,2048,4,16,128,32,128,Qwen/Qwen3.5-35B-A3B,0.016531200706958772
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,4,256,1024,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.01313599944114685
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,4,4,16,2048,4,16,128,32,128,Qwen/Qwen3.5-35B-A3B,0.016652800142765045
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,4,8,32,2048,4,16,128,32,128,Qwen/Qwen3.5-35B-A3B,0.012566399574279786
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,4,512,2048,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.014268800616264343
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,4,16,64,2048,4,16,128,32,128,Qwen/Qwen3.5-35B-A3B,0.01239679977297783
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,4,32768,131072,4096,4,16,128,32,128,Qwen/Qwen3.5-9B,0.7670527935028076
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,4,32,128,2048,4,16,128,32,128,Qwen/Qwen3.5-35B-A3B,0.01265919953584671
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,4,64,256,2048,4,16,128,32,128,Qwen/Qwen3.5-35B-A3B,0.012489599734544754
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,4,1024,4096,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.014505599439144135
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,2,4096,8192,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.02393919974565506
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,4,128,512,2048,4,16,128,32,128,Qwen/Qwen3.5-35B-A3B,0.01255040019750595
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,4,256,1024,2048,4,16,128,32,128,Qwen/Qwen3.5-35B-A3B,0.01286720037460327
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,4,512,2048,2048,4,16,128,32,128,Qwen/Qwen3.5-35B-A3B,0.0141184002161026
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_update,generation,512,1,512,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.012783999741077422
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,4,2048,8192,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.022310400009155275
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,4,1024,4096,2048,4,16,128,32,128,Qwen/Qwen3.5-35B-A3B,0.014207999408245086
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,8,4096,32768,1024,4,16,128,16,128,Qwen/Qwen3.5-0.8B,0.1586016058921814
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,4,2048,8192,2048,4,16,128,32,128,Qwen/Qwen3.5-35B-A3B,0.02235199958086014
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,2,8192,16384,3072,4,16,128,64,128,Qwen/Qwen3.5-122B-A10B,0.04445120096206665
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,gdn,causal_conv1d_fn,context,4,4096,16384,5120,4,16,128,48,128,Qwen/Qwen3.5-27B,0.040115201473236085
