framework,version,device,op_name,kernel_source,bmm_dtype,num_tokens,num_heads,latency
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,256,8,0.006518399715423584
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,256,8,0.010633599758148194
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,256,4,0.004931199923157692
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,256,4,0.008588799834251403
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,256,2,0.004355200007557869
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,128,4,0.0045471999794244765
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,256,2,0.008486399799585343
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,256,1,0.004131200164556504
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,256,1,0.006412799656391144
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,128,1,0.007417599856853485
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,320,128,0.058303999900817874
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,320,128,0.08016960024833679
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,320,64,0.04342719912528992
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,320,32,0.025183999538421632
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,320,16,0.010595200210809707
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,160,16,0.01167680025100708
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,320,16,0.014761599898338317
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,320,8,0.008566399663686752
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,320,4,0.006451199948787689
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,256,64,0.026950401067733765
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,320,4,0.008656000345945358
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,320,2,0.008463999629020691
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,320,1,0.004339199885725975
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,320,1,0.006553599983453751
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,384,128,0.06862720251083373
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,384,128,0.09441599845886231
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,384,64,0.03670400083065033
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,384,64,0.049507200717926025
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,384,32,0.020899200439453126
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,384,32,0.028911998867988585
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,384,16,0.012569600343704223
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,192,4,0.004348799958825112
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,384,8,0.008489599823951722
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,320,32,0.018697600066661834
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,384,8,0.012521600723266602
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,384,4,0.0104032002389431
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,384,2,0.0044895999133586885
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,384,2,0.008985599875450135
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,384,1,0.004399999976158142
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,320,8,0.010608000308275222
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,384,1,0.006387200206518173
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,320,2,0.004521600157022476
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,512,128,0.09202560186386108
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,512,128,0.12133439779281616
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,512,64,0.04794879853725433
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,512,64,0.06569280028343201
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,512,32,0.025859200954437257
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,512,32,0.03704639971256256
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,512,16,0.014735999703407287
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,512,8,0.0106175996363163
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,512,16,0.021001599729061127
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,512,4,0.006511999666690827
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,512,8,0.014569599926471711
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,512,4,0.010627199709415436
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,512,1,0.004390399903059006
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,512,1,0.00825600028038025
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,192,8,0.006521599739789963
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,768,128,0.13811520338058472
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,320,64,0.03189760148525238
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,768,128,0.20622398853302001
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,384,16,0.01886080056428909
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,768,32,0.03600319921970367
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,768,32,0.04976640045642853
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,384,4,0.006505600363016129
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,768,16,0.02088640034198761
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,768,16,0.0290336012840271
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,768,4,0.00841279998421669
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,768,8,0.018739199638366698
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,768,4,0.012761600315570831
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,768,2,0.010422399640083313
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,768,1,0.004399999976158142
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,768,1,0.008476799726486206
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,1024,128,0.18662400245666505
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,1024,128,0.2739552021026611
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,1024,64,0.09192000031471252
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,512,2,0.005590400099754334
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,512,2,0.00843520015478134
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,1024,32,0.04802240133285522
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,1024,32,0.06566720008850098
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,1024,16,0.02622080147266388
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,1024,16,0.037503999471664426
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,768,64,0.06862720251083373
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,1024,8,0.022096000611782074
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,1024,4,0.01050880029797554
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,768,64,0.0945088028907776
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,1024,4,0.01464959979057312
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,1024,2,0.006499200314283371
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,1024,2,0.010639999806880952
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,1536,128,0.3267199993133545
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,768,2,0.006307200342416763
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,1536,128,0.41376638412475586
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,1536,64,0.13568960428237914
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,1536,64,0.20182080268859864
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,1536,32,0.0695680022239685
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,1536,16,0.03659200072288513
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,1536,32,0.09437440037727356
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,1536,8,0.02080959975719452
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,1024,64,0.12306560277938842
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,1536,8,0.028992000222206115
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,1536,4,0.012656000256538392
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,1024,8,0.01480959951877594
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,1536,4,0.018675200641155243
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,1536,1,0.006444799900054932
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,1536,1,0.010204800218343735
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,768,8,0.012668800354003907
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,2048,128,0.42979841232299804
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,2048,64,0.1851904034614563
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,2048,128,0.5490623950958252
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,2048,64,0.2680959939956665
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,2048,32,0.09109439849853515
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,2048,32,0.1273408055305481
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,2048,16,0.06786239743232728
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,2048,8,0.025868800282478333
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,2048,8,0.03730559945106506
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,2048,4,0.014716799557209014
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,2048,4,0.020848000049591066
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,2048,2,0.010310400277376175
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,1536,16,0.0537663996219635
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,2048,1,0.0065600000321865085
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,1536,2,0.008432000130414962
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,1536,2,0.01255040019750595
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,1024,1,0.004675199836492538
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,3072,128,0.8276415824890136
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,3072,64,0.3250688076019287
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,3072,32,0.1353567957878113
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,3072,64,0.4075967788696289
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,3072,16,0.0682752013206482
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,3072,32,0.20271360874176025
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,2048,16,0.04651840031147003
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,3072,8,0.03585920035839081
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,3072,8,0.05380480289459229
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,3072,4,0.03130879998207092
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,3072,2,0.012604799866676331
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,3072,2,0.018713599443435668
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,3072,1,0.008550400286912918
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,2048,2,0.014550399780273438
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,3072,1,0.012608000636100769
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,2048,1,0.010655999928712846
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,1024,1,0.008390399813652038
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,3072,128,0.6454912185668945
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,4096,64,0.4309247970581055
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,4096,128,0.8517663955688477
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,4096,32,0.26556479930877686
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,4096,16,0.08996800184249878
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,4096,128,1.0945887565612793
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,4096,64,0.5448063850402832
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,4096,16,0.12908799648284913
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,4096,4,0.025385600328445435
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,3072,16,0.09859840273857116
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,4096,2,0.014608000218868256
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,4096,2,0.021190400421619415
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,4096,1,0.014703999459743499
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,6144,128,1.2881407737731934
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,4096,32,0.18253120183944702
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,4096,8,0.045952001214027406
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,6144,64,0.6401247978210449
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,6144,128,1.6577024459838867
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,4096,8,0.06791039705276489
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,4096,1,0.01053439974784851
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,6144,64,0.8221343994140625
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,6144,16,0.13388479948043824
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,6144,8,0.06704959869384766
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,6144,32,0.3220031976699829
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,6144,4,0.035523200035095216
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,6144,8,0.09847360253334045
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,6144,2,0.031727999448776245
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,6144,32,0.41053118705749514
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,6144,4,0.053478401899337766
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,6144,1,0.01876160055398941
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,8192,64,0.8591775894165039
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,3072,4,0.0208064004778862
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,8192,32,0.43010878562927246
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,6144,16,0.19639040231704713
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,8192,128,1.70230712890625
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,6144,2,0.02004159986972809
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,8192,64,1.1059616088867188
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,8192,16,0.18110400438308716
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,8192,32,0.5437600135803222
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,8192,16,0.2585344076156616
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,8192,4,0.04627839922904968
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,8192,8,0.12922879457473754
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,8192,2,0.025414401292800905
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,8192,8,0.08979200124740601
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,8192,1,0.01666239947080612
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,8192,2,0.037241598963737486
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,8192,1,0.0208639994263649
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,4096,4,0.037283200025558474
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,float16,6144,1,0.013049599528312684
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,8192,128,2.173494338989258
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_pre,default,fp8,8192,4,0.06781759858131409
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_post,default,float16,1,128,0.008857599645853042
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_post,default,fp8,1,128,0.008710400015115739
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_post,default,fp8,1,64,0.007955200225114822
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_post,default,float16,1,32,0.00451200008392334
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_post,default,fp8,1,32,0.008352000266313553
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_post,default,float16,1,16,0.004076800122857094
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_post,default,fp8,1,16,0.008614400029182434
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_post,default,fp8,1,4,0.008406399935483932
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_post,default,float16,1,1,0.0038143999874591826
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_post,default,float16,2,128,0.008585599809885025
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_post,default,fp8,2,128,0.008656000345945358
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_post,default,float16,2,64,0.006764800101518631
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_post,default,float16,1,64,0.006547199934720993
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_post,default,fp8,2,64,0.008601599931716919
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_post,default,float16,2,32,0.006473600119352341
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_post,default,float16,2,16,0.006566400080919266
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_post,default,float16,1,8,0.004771199822425842
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_post,default,float16,2,8,0.006444799900054932
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_post,default,float16,1,2,0.0040640000253915785
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_post,default,float16,2,4,0.0065151996910572055
SGLang,0.5.10,NVIDIA RTX PRO 6000 Blackwell Server Edition,mla_gen_post,default,fp8,2,32,0.008540800213813782
